,T1,T2,Q1,time,run
1977,33.145,32.822,0.0,1684957710.400177,2.0
1978,33.145,32.822,0.0,1684957711.587894,2.0
1979,32.919,32.758,0.0,1684957712.7887144,2.0
1980,32.822,32.564,0.0,1684957713.9891534,2.0
1981,32.822,32.5,0.0,1684957715.3120835,2.0
1982,32.822,32.5,0.0,1684957716.5000489,2.0
1983,32.79,32.5,0.0,1684957717.7006097,2.0
1984,32.532,32.5,0.0,1684957718.9013126,2.0
1985,32.5,32.436,0.0,1684957720.08866,2.0
1986,32.5,32.21,0.0,1684957721.2757573,2.0
1987,32.5,32.178,0.0,1684957722.4758668,2.0
1988,32.5,32.178,0.0,1684957723.6762235,2.0
1989,32.436,32.146,0.0,1684957724.8761892,2.0
1990,32.178,32.146,0.0,1684957726.075487,2.0
1991,32.178,31.92,0.0,1684957727.274714,2.0
1992,32.178,31.855,0.0,1684957728.4741764,2.0
1993,32.146,31.855,0.0,1684957729.6612027,2.0
1994,31.92,31.855,0.0,1684957730.8610423,2.0
1995,31.855,31.855,0.0,1684957732.0606723,2.0
1996,31.855,31.823,0.0,1684957733.260066,2.0
1997,31.855,31.565,0.0,1684957734.459826,2.0
1998,31.855,31.533,0.0,1684957735.6595674,2.0
1999,31.727,31.533,0.0,1684957736.8596122,2.0
2000,31.533,31.533,0.0,1684957738.0590928,2.0
2001,31.533,31.533,0.0,1684957739.258729,2.0
2002,31.533,31.533,0.0,1684957740.4585154,2.0
2003,31.533,31.308,0.0,1684957741.65829,2.0
2004,31.501,31.211,0.0,1684957742.8582015,2.0
2005,31.211,31.211,0.0,1684957744.0577605,2.0
2006,31.211,31.211,0.0,1684957745.2572856,2.0
2007,31.211,31.179,0.0,1684957746.456912,2.0
2008,31.211,31.179,0.0,1684957747.6567986,2.0
2009,31.146,31.018,0.0,1684957748.8565593,2.0
2010,30.889,30.856,0.0,1684957750.056532,2.0
2011,30.889,30.889,0.0,1684957751.3916595,2.0
2012,30.889,30.889,0.0,1684957752.5913832,2.0
2013,30.889,30.889,0.0,1684957753.7911077,2.0
2014,30.856,30.792,0.0,1684957754.990744,2.0
2015,30.566,30.599,0.0,1684957756.190311,2.0
2016,30.599,30.566,0.0,1684957757.3897557,2.0
2017,30.566,30.566,0.0,1684957758.5898142,2.0
2018,30.566,30.566,0.0,1684957759.7895362,2.0
2019,30.566,30.631,0.0,1684957760.989066,2.0
2020,30.47,30.566,0.0,1684957762.188845,2.0
2021,30.244,30.438,0.0,1684957763.3887138,2.0
2022,30.244,30.244,0.0,1684957764.5884187,2.0
2023,30.244,30.244,0.0,1684957765.7882485,2.0
2024,30.244,30.244,0.0,1684957766.9883375,2.0
2025,30.244,30.244,0.0,1684957768.1874921,2.0
2026,29.986,30.147,0.0,1684957769.3871248,2.0
2027,29.922,29.954,0.0,1684957770.5869648,2.0
2028,29.922,29.922,0.0,1684957771.7865672,2.0
2029,29.922,29.922,0.0,1684957772.986421,2.0
2030,29.922,29.89,0.0,1684957774.186004,2.0
2031,29.922,29.922,0.0,1684957775.3859422,2.0
2032,29.729,29.922,0.0,1684957776.5858705,2.0
2033,29.632,29.922,0.0,1684957777.7855268,2.0
2034,29.6,29.922,0.0,1684957778.9851391,2.0
2035,29.6,29.857,0.0,1684957780.1847193,2.0
2036,29.6,29.632,0.0,1684957781.3848832,2.0
2037,29.6,29.6,0.0,1684957782.5842597,2.0
2038,29.6,29.6,0.0,1684957783.7843974,2.0
2039,29.535,29.6,0.0,1684957784.9839947,2.0
2040,29.342,29.6,0.0,1684957786.183452,2.0
2041,29.277,29.6,0.0,1684957787.5191078,2.0
2042,29.277,29.6,0.0,1684957788.718503,2.0
2043,29.277,29.503,0.0,1684957789.9184155,2.0
2044,29.277,29.277,0.0,1684957791.1177428,2.0
2045,29.277,29.277,0.0,1684957792.3177032,2.0
2046,28.955,29.277,0.0,1684957793.517291,2.0
2047,28.955,29.277,0.0,1684957794.7170088,2.0
2048,28.955,29.277,0.0,1684957795.9166057,2.0
2049,28.955,29.277,0.0,1684957797.1163044,2.0
2050,28.955,29.277,0.0,1684957798.315667,2.0
2051,28.955,29.084,0.0,1684957799.515423,2.0
2052,28.891,28.987,0.0,1684957800.7153776,2.0
2053,28.794,28.955,0.0,1684957801.9152288,2.0
2054,28.633,28.955,0.0,1684957803.1146135,2.0
2055,28.633,28.955,0.0,1684957804.3143396,2.0
2056,28.633,28.955,0.0,1684957805.5141358,2.0
2057,28.633,28.955,0.0,1684957806.714263,2.0
2058,28.633,28.891,0.0,1684957807.913883,2.0
2059,28.633,28.794,0.0,1684957809.113316,2.0
2060,28.536,28.665,0.0,1684957810.300074,2.0
2061,28.311,28.633,0.0,1684957811.4998376,2.0
2062,28.311,28.633,0.0,1684957812.699764,2.0
2063,28.311,28.633,0.0,1684957813.8996296,2.0
2064,28.311,28.633,0.0,1684957815.099093,2.0
2065,28.311,28.633,0.0,1684957816.2987788,2.0
2066,28.311,28.633,0.0,1684957817.498312,2.0
2067,28.278,28.633,0.0,1684957818.6984248,2.0
2068,28.246,28.601,0.0,1684957819.898071,2.0
2069,28.053,28.536,0.0,1684957821.0975473,2.0
2070,27.988,28.343,0.0,1684957822.2970867,2.0
2071,27.988,28.343,0.0,1684957823.6324685,2.0
2072,27.988,28.311,0.0,1684957824.832124,2.0
2073,27.988,28.311,0.0,1684957826.032232,2.0
2074,27.988,28.311,0.0,1684957827.231869,2.0
2075,27.988,28.311,0.0,1684957828.4314718,2.0
2076,27.956,28.311,0.0,1684957829.6313906,2.0
2077,27.763,28.311,0.0,1684957830.8312144,2.0
2078,27.666,28.311,0.0,1684957832.0305576,2.0
2079,27.666,28.149,0.0,1684957833.230129,2.0
2080,27.666,27.988,0.0,1684957834.4299157,2.0
2081,27.666,27.988,0.0,1684957835.6296635,2.0
2082,27.666,27.988,0.0,1684957836.816646,2.0
2083,27.666,27.988,0.0,1684957838.0164576,2.0
2084,27.666,27.988,0.0,1684957839.2159927,2.0
2085,27.44,27.988,0.0,1684957840.4159439,2.0
2086,27.344,27.956,0.0,1684957841.615767,2.0
2087,27.344,27.827,0.0,1684957842.8155785,2.0
2088,27.344,27.666,0.0,1684957844.0155256,2.0
2089,27.344,27.666,0.0,1684957845.2148666,2.0
2090,27.344,27.666,0.0,1684957846.4146378,2.0
2091,27.344,27.666,0.0,1684957847.6146843,2.0
2092,27.344,27.666,0.0,1684957848.8140154,2.0
2093,27.344,27.666,0.0,1684957850.0140426,2.0
2094,27.279,27.634,0.0,1684957851.2133777,2.0
2095,27.183,27.666,0.0,1684957852.4002783,2.0
2096,27.054,27.634,0.0,1684957853.6000924,2.0
2097,27.021,27.537,0.0,1684957854.8000388,2.0
2098,27.021,27.408,0.0,1684957855.9996817,2.0
2099,27.021,27.344,0.0,1684957857.1993225,2.0
2100,27.021,27.344,0.0,1684957858.3990078,2.0
2101,27.021,27.344,0.0,1684957859.7342057,2.0
2102,27.021,27.344,0.0,1684957860.933989,2.0
2103,27.021,27.344,0.0,1684957862.1333792,2.0
2104,27.021,27.344,0.0,1684957863.3330936,2.0
2105,26.925,27.344,0.0,1684957864.5203776,2.0
2106,26.731,27.344,0.0,1684957865.719684,2.0
2107,26.699,27.344,0.0,1684957866.9195483,2.0
2108,26.699,27.279,0.0,1684957868.1191828,2.0
2109,26.699,27.215,0.0,1684957869.3186805,2.0
2110,26.699,27.021,0.0,1684957870.518484,2.0
2111,26.699,27.021,0.0,1684957871.7181578,2.0
2112,26.699,27.021,0.0,1684957872.9182622,2.0
2113,26.699,27.021,0.0,1684957874.1176872,2.0
2114,26.699,27.021,0.0,1684957875.317497,2.0
2115,26.699,27.021,0.0,1684957876.5171008,2.0
2116,26.699,26.989,0.0,1684957877.716926,2.0
2117,26.57,27.021,0.0,1684957878.9169307,2.0
2118,26.441,26.989,0.0,1684957880.1162758,2.0
2119,26.377,26.957,0.0,1684957881.3158855,2.0
2120,26.377,26.731,0.0,1684957882.5156069,2.0
2121,26.377,26.731,0.0,1684957883.71557,2.0
2122,26.377,26.699,0.0,1684957884.915288,2.0
2123,26.377,26.699,0.0,1684957886.1146605,2.0
2124,26.377,26.699,0.0,1684957887.3146045,2.0
2125,26.377,26.699,0.0,1684957888.5142615,2.0
2126,26.313,26.699,0.0,1684957889.7139223,2.0
2127,26.151,26.699,0.0,1684957890.913757,2.0
2128,26.119,26.667,0.0,1684957892.1133707,2.0
2129,26.055,26.667,0.0,1684957893.3130481,2.0
2130,26.055,26.635,0.0,1684957894.5127108,2.0
2131,26.055,26.474,0.0,1684957895.848259,2.0
2132,26.055,26.441,0.0,1684957897.0476227,2.0
2133,26.055,26.377,0.0,1684957898.2474802,2.0
2134,26.055,26.345,0.0,1684957899.4468877,2.0
2135,26.055,26.377,0.0,1684957900.6470258,2.0
2136,26.055,26.377,0.0,1684957901.8466244,2.0
2137,26.055,26.377,0.0,1684957903.0461972,2.0
2138,25.99,26.377,0.0,1684957904.2456493,2.0
2139,25.958,26.377,0.0,1684957905.445295,2.0
2140,25.797,26.377,0.0,1684957906.6450005,2.0
2141,25.765,26.377,0.0,1684957907.8447754,2.0
2142,25.732,26.377,0.0,1684957909.0445476,2.0
2143,25.732,26.377,0.0,1684957910.2445655,2.0
2144,25.732,26.377,0.0,1684957911.443894,2.0
2145,25.732,26.345,0.0,1684957912.6438687,2.0
2146,25.732,26.055,0.0,1684957913.8436916,2.0
2147,25.732,26.055,0.0,1684957915.0434868,2.0
2148,25.732,26.055,0.0,1684957916.2426028,2.0
2149,25.732,26.055,0.0,1684957917.4424977,2.0
2150,25.732,26.055,0.0,1684957918.6420908,2.0
2151,25.732,26.055,0.0,1684957919.8419287,2.0
2152,25.571,26.055,0.0,1684957921.0413842,2.0
2153,25.571,26.055,0.0,1684957922.2410321,2.0
2154,25.41,26.055,0.0,1684957923.4408405,2.0
2155,25.41,26.055,0.0,1684957924.6403673,2.0
2156,25.41,26.055,0.0,1684957925.84002,2.0
2157,25.41,26.055,0.0,1684957927.0401998,2.0
2158,25.41,26.055,0.0,1684957928.2397819,2.0
2159,25.41,26.055,0.0,1684957929.4392107,2.0
2160,25.41,26.022,100.0,1684957930.659279,3.0
2161,25.41,25.797,100.0,1684957932.0137682,3.0
2162,25.41,25.797,100.0,1684957933.2330248,3.0
2163,25.41,25.732,100.0,1684957934.4526937,3.0
2164,25.41,25.732,100.0,1684957935.6717947,3.0
2165,25.41,25.7,100.0,1684957936.8914156,3.0
2166,25.475,25.732,100.0,1684957938.1103675,3.0
2167,25.732,25.732,100.0,1684957939.329539,3.0
2168,25.732,25.7,100.0,1684957940.5487158,3.0
2169,25.958,25.668,100.0,1684957941.7681553,3.0
2170,26.022,25.797,100.0,1684957942.9870691,3.0
2171,26.377,25.668,100.0,1684957944.2062738,3.0
2172,26.603,25.732,100.0,1684957945.425902,3.0
2173,26.699,25.636,100.0,1684957946.645345,3.0
2174,26.989,25.668,100.0,1684957947.8644598,3.0
2175,27.279,25.571,100.0,1684957949.0837965,3.0
2176,27.666,25.571,100.0,1684957950.302717,3.0
2177,27.956,25.604,100.0,1684957951.5218954,3.0
2178,28.278,25.636,100.0,1684957952.7409456,3.0
2179,28.601,25.507,100.0,1684957953.9605377,3.0
2180,28.955,25.636,100.0,1684957955.1799452,3.0
2181,29.181,25.765,100.0,1684957956.3992455,3.0
2182,29.567,25.732,100.0,1684957957.61855,3.0
2183,29.89,25.539,100.0,1684957958.838086,3.0
2184,30.244,25.732,100.0,1684957960.057509,3.0
2185,30.566,25.7,100.0,1684957961.2766666,3.0
2186,30.921,25.636,100.0,1684957962.4961603,3.0
2187,31.469,25.636,100.0,1684957963.715846,3.0
2188,31.759,25.668,100.0,1684957964.9350438,3.0
2189,32.21,25.797,100.0,1684957966.1542134,3.0
2190,32.5,25.604,100.0,1684957967.373715,3.0
2191,32.951,25.732,100.0,1684957968.729249,3.0
2192,33.467,25.475,100.0,1684957969.9365244,3.0
2193,33.789,25.797,100.0,1684957971.156591,3.0
2194,34.111,25.797,100.0,1684957972.376516,3.0
2195,34.595,25.99,100.0,1684957973.5969052,3.0
2196,35.078,26.055,100.0,1684957974.816703,3.0
2197,35.4,25.507,100.0,1684957976.0370877,3.0
2198,35.723,26.022,100.0,1684957977.2576296,3.0
2199,36.045,26.055,100.0,1684957978.4772613,3.0
2200,36.464,26.055,100.0,1684957979.6976979,3.0
2201,36.947,26.119,100.0,1684957980.9178233,3.0
2202,37.27,26.345,100.0,1684957982.1375544,3.0
2203,37.624,26.151,100.0,1684957983.3579228,3.0
2204,37.979,26.345,100.0,1684957984.578328,3.0
2205,38.494,26.345,100.0,1684957985.798324,3.0
2206,38.945,26.474,100.0,1684957987.0185285,3.0
2207,39.268,26.57,100.0,1684957988.238379,3.0
2208,39.525,26.603,100.0,1684957989.4585834,3.0
2209,40.041,26.667,100.0,1684957990.6784992,3.0
2210,40.331,26.731,100.0,1684957991.89903,3.0
2211,40.782,26.925,100.0,1684957993.119365,3.0
2212,41.169,26.957,100.0,1684957994.338937,3.0
2213,41.491,26.957,100.0,1684957995.5593376,3.0
2214,41.781,26.957,100.0,1684957996.77916,3.0
2215,42.168,27.021,100.0,1684957997.99963,3.0
2216,42.555,27.344,100.0,1684957999.219386,3.0
2217,42.909,27.279,100.0,1684958000.4394407,3.0
2218,43.36,27.183,100.0,1684958001.659783,3.0
2219,43.747,27.344,100.0,1684958002.8801904,3.0
2220,44.069,27.312,100.0,1684958004.10064,3.0
2221,44.327,31.05,100.0,1684958005.4556367,3.0
2222,44.746,27.698,100.0,1684958006.6758916,3.0
2223,44.972,27.892,100.0,1684958007.8960235,3.0
2224,45.358,28.021,100.0,1684958009.116329,3.0
2225,45.745,27.827,100.0,1684958010.3361642,3.0
2226,46.035,28.343,100.0,1684958011.5565655,3.0
2227,46.454,28.246,100.0,1684958012.7766376,3.0
2228,46.615,28.246,100.0,1684958013.9968488,3.0
2229,47.002,28.375,100.0,1684958015.2168033,3.0
2230,47.26,28.633,100.0,1684958016.4369807,3.0
2231,47.614,28.278,100.0,1684958017.6441586,3.0
2232,47.969,28.665,100.0,1684958018.864869,3.0
2233,48.13,28.762,100.0,1684958020.0847733,3.0
2234,48.549,28.955,100.0,1684958021.3049705,3.0
2235,48.871,29.052,100.0,1684958022.5254145,3.0
2236,49.258,29.116,100.0,1684958023.7452676,3.0
2237,49.548,29.213,100.0,1684958024.9656737,3.0
2238,49.902,29.116,100.0,1684958026.1860323,3.0
2239,50.16,29.567,100.0,1684958027.3908286,3.0
2240,50.482,29.6,100.0,1684958028.6033378,3.0
2241,50.869,29.664,100.0,1684958029.8161173,3.0
2242,51.159,29.761,100.0,1684958031.0283415,3.0
2243,51.449,29.793,100.0,1684958032.240648,3.0
2244,51.61,29.986,100.0,1684958033.452902,3.0
2245,51.804,30.212,100.0,1684958034.665796,3.0
2246,52.158,30.115,100.0,1684958035.8782341,3.0
2247,52.384,30.276,100.0,1684958037.0901299,3.0
2248,52.771,30.566,100.0,1684958038.3024716,3.0
2249,53.061,30.534,100.0,1684958039.5148,3.0
2250,53.383,30.728,100.0,1684958040.7275162,3.0
2251,53.479,30.792,100.0,1684958042.0701013,3.0
2252,53.705,30.631,100.0,1684958043.2825603,3.0
2253,54.092,31.05,100.0,1684958044.4950094,3.0
2254,54.317,31.146,100.0,1684958045.7072763,3.0
2255,54.736,31.211,100.0,1684958046.919663,3.0
2256,54.994,31.501,100.0,1684958048.13186,3.0
2257,55.284,31.469,100.0,1684958049.3442147,3.0
2258,55.349,31.565,100.0,1684958050.5564432,3.0
2259,55.703,31.823,100.0,1684958051.7692595,3.0
2260,55.929,31.533,100.0,1684958052.9815793,3.0
2261,56.122,32.113,100.0,1684958054.1936996,3.0
2262,56.444,32.21,100.0,1684958055.40564,3.0
2263,56.67,32.146,100.0,1684958056.6183033,3.0
2264,56.928,32.371,100.0,1684958057.8308527,3.0
2265,57.25,32.5,100.0,1684958059.0431318,3.0
2266,57.314,32.5,100.0,1684958060.2552087,3.0
2267,57.604,32.887,100.0,1684958061.4674585,3.0
2268,57.927,32.79,100.0,1684958062.6805122,3.0
2269,58.217,32.854,100.0,1684958063.8926215,3.0
2270,58.281,33.563,100.0,1684958065.1048396,3.0
2271,58.604,33.112,100.0,1684958066.3172219,3.0
2272,58.894,33.531,100.0,1684958067.5295396,3.0
2273,59.216,33.467,100.0,1684958068.7419765,3.0
2274,59.248,33.499,100.0,1684958069.9545703,3.0
2275,59.441,33.499,100.0,1684958071.166895,3.0
2276,59.828,33.725,100.0,1684958072.3790874,3.0
2277,59.893,34.079,100.0,1684958073.5914202,3.0
2278,60.215,34.015,100.0,1684958074.8040154,3.0
2279,60.473,34.144,100.0,1684958076.0167038,3.0
2280,60.505,34.272,100.0,1684958077.2289705,3.0
2281,60.859,34.434,100.0,1684958078.5712066,3.0
2282,61.053,34.434,100.0,1684958079.7838001,3.0
2283,61.085,34.627,100.0,1684958080.9966114,3.0
2284,61.439,34.756,100.0,1684958082.2084186,3.0
2285,61.568,34.756,100.0,1684958083.4208484,3.0
2286,61.826,34.981,100.0,1684958084.6334362,3.0
2287,62.116,35.11,100.0,1684958085.8459308,3.0
2288,62.116,35.658,100.0,1684958087.058224,3.0
2289,62.406,35.336,100.0,1684958088.2706268,3.0
2290,62.471,35.368,100.0,1684958089.4831426,3.0
2291,62.632,35.529,100.0,1684958090.6958907,3.0
2292,62.954,35.562,100.0,1684958091.9082186,3.0
2293,63.115,35.626,100.0,1684958093.120616,3.0
2294,63.309,35.884,100.0,1684958094.3329823,3.0
2295,63.438,35.948,100.0,1684958095.5452497,3.0
2296,63.695,36.045,100.0,1684958096.75799,3.0
2297,63.695,36.045,100.0,1684958097.9704056,3.0
2298,64.018,36.335,100.0,1684958099.1828167,3.0
2299,64.018,36.206,100.0,1684958100.3943315,3.0
2300,64.308,36.496,100.0,1684958101.606174,3.0
2301,64.404,36.593,100.0,1684958102.8180609,3.0
2302,64.662,36.722,100.0,1684958104.0301511,3.0
2303,64.855,36.657,100.0,1684958105.2417176,3.0
2304,64.952,36.947,100.0,1684958106.4538743,3.0
2305,65.242,36.979,100.0,1684958107.6656137,3.0
2306,65.307,37.108,100.0,1684958108.8778882,3.0
2307,65.661,37.334,100.0,1684958110.0898893,3.0
2308,65.5,37.173,100.0,1684958111.301438,3.0
2309,65.887,37.431,100.0,1684958112.5129857,3.0
2310,66.016,37.463,100.0,1684958113.7249706,3.0
2311,66.273,37.592,100.0,1684958115.0673718,3.0
2312,66.338,37.785,100.0,1684958116.2787766,3.0
2313,66.66,37.914,100.0,1684958117.4906628,3.0
2314,66.596,37.882,100.0,1684958118.7025309,3.0
2315,66.725,38.236,100.0,1684958119.9146469,3.0
2316,66.982,38.14,100.0,1684958121.126802,3.0
2317,67.079,38.301,100.0,1684958122.3382971,3.0
2318,67.272,38.462,100.0,1684958123.5505087,3.0
2319,67.305,39.235,100.0,1684958124.7627795,3.0
2320,67.595,38.462,100.0,1684958125.9747837,3.0
2321,67.627,38.784,100.0,1684958127.1862698,3.0
2322,67.756,39.171,100.0,1684958128.3981924,3.0
2323,67.853,38.881,100.0,1684958129.6106672,3.0
2324,67.981,38.881,100.0,1684958130.8228204,3.0
2325,68.239,39.268,100.0,1684958132.0343769,3.0
2326,68.271,39.171,100.0,1684958133.2463424,3.0
2327,68.529,39.461,100.0,1684958134.4580762,3.0
2328,68.562,39.461,100.0,1684958135.670295,3.0
2329,68.755,39.493,100.0,1684958136.8822014,3.0
2330,68.884,39.203,100.0,1684958138.0942254,3.0
2331,68.948,39.719,100.0,1684958139.3062055,3.0
2332,69.238,39.396,100.0,1684958140.5185392,3.0
2333,69.206,39.912,100.0,1684958141.7305746,3.0
2334,69.464,40.041,100.0,1684958142.9423385,3.0
2335,69.367,40.234,100.0,1684958144.1544108,3.0
2336,69.851,40.202,100.0,1684958145.3666499,3.0
2337,69.851,40.428,100.0,1684958146.5783834,3.0
2338,70.173,40.428,100.0,1684958147.7903516,3.0
2339,70.173,40.557,100.0,1684958149.0023153,3.0
2340,70.334,40.621,100.0,1684958150.2141848,3.0
2341,70.527,40.782,100.0,1684958151.5567205,3.0
2342,70.592,40.75,100.0,1684958152.7686431,3.0
2343,70.785,41.008,100.0,1684958153.9810495,3.0
2344,70.85,41.008,100.0,1684958155.1930819,3.0
2345,71.107,41.137,100.0,1684958156.4052463,3.0
2346,71.269,41.427,100.0,1684958157.6171658,3.0
2347,71.204,41.781,100.0,1684958158.8297758,3.0
2348,71.494,41.427,100.0,1684958160.0414517,3.0
2349,71.43,41.395,100.0,1684958161.253793,3.0
2350,71.688,41.717,100.0,1684958162.4661674,3.0
2351,71.816,43.586,100.0,1684958163.678858,3.0
2352,71.816,41.813,100.0,1684958164.891042,3.0
2353,72.01,42.039,100.0,1684958166.1034143,3.0
2354,72.074,42.136,100.0,1684958167.3150218,3.0
2355,72.139,42.168,100.0,1684958168.5270429,3.0
2356,72.171,42.168,100.0,1684958169.7389586,3.0
2357,72.396,42.168,100.0,1684958170.9510608,3.0
2358,72.429,42.458,100.0,1684958172.1636717,3.0
2359,72.59,42.168,100.0,1684958173.3756676,3.0
2360,72.687,42.522,100.0,1684958174.5874972,3.0
2361,72.783,42.684,100.0,1684958175.799398,3.0
2362,72.783,42.684,100.0,1684958177.0113637,3.0
2363,72.912,42.716,100.0,1684958178.2229054,3.0
2364,73.041,42.619,100.0,1684958179.4346373,3.0
2365,73.105,43.07,100.0,1684958180.6467662,3.0
2366,73.041,43.038,100.0,1684958181.8586586,3.0
2367,73.202,42.909,100.0,1684958183.0705397,3.0
2368,73.363,43.167,100.0,1684958184.2820807,3.0
2369,73.396,43.135,100.0,1684958185.4944608,3.0
2370,73.492,44.069,100.0,1684958186.7063644,3.0
2371,73.686,43.425,100.0,1684958188.0489545,3.0
2372,73.718,43.457,100.0,1684958189.2605877,3.0
2373,73.75,43.457,100.0,1684958190.4726694,3.0
2374,73.976,43.683,100.0,1684958191.685017,3.0
2375,74.072,43.715,100.0,1684958192.8966837,3.0
2376,74.072,43.779,100.0,1684958194.1086102,3.0
2377,74.169,43.779,100.0,1684958195.3201654,3.0
2378,74.395,43.715,100.0,1684958196.5322099,3.0
2379,74.362,43.94,100.0,1684958197.7445452,3.0
2380,74.588,44.295,100.0,1684958198.95647,3.0
2381,74.556,44.198,100.0,1684958200.1686528,3.0
2382,74.717,44.392,100.0,1684958201.3808637,3.0
2383,74.685,44.359,100.0,1684958202.5935452,3.0
2384,74.717,44.456,100.0,1684958203.8057566,3.0
2385,75.039,44.069,100.0,1684958205.0179193,3.0
2386,75.071,44.553,100.0,1684958206.2295794,3.0
2387,75.039,44.778,100.0,1684958207.4415722,3.0
2388,75.007,44.746,100.0,1684958208.6534855,3.0
2389,75.297,44.424,100.0,1684958209.8655345,3.0
2390,75.265,44.811,100.0,1684958211.0779512,3.0
2391,75.361,44.811,100.0,1684958212.2898912,3.0
2392,75.361,46.809,100.0,1684958213.5019383,3.0
2393,75.458,45.004,100.0,1684958214.7141337,3.0
2394,75.684,45.004,100.0,1684958215.9264412,3.0
2395,75.684,45.036,100.0,1684958217.139207,3.0
2396,75.684,45.068,100.0,1684958218.3512092,3.0
2397,75.684,45.229,100.0,1684958219.5637424,3.0
2398,75.78,45.294,100.0,1684958220.7763295,3.0
2399,75.941,45.358,100.0,1684958221.988103,3.0
2400,76.006,45.294,100.0,1684958223.2003064,3.0
2401,76.006,45.391,100.0,1684958224.5423245,3.0
2402,76.038,45.648,100.0,1684958225.7542052,3.0
2403,76.715,45.616,100.0,1684958226.9665158,3.0
2404,76.328,45.616,100.0,1684958228.178675,3.0
2405,76.264,45.874,100.0,1684958229.3905284,3.0
2406,76.36,46.035,100.0,1684958230.6026194,3.0
2407,76.586,45.971,100.0,1684958231.815213,3.0
2408,76.618,46.035,100.0,1684958233.0274801,3.0
2409,76.65,46.003,100.0,1684958234.239432,3.0
2410,76.65,45.423,100.0,1684958235.4518373,3.0
2411,76.683,46.035,100.0,1684958236.6643724,3.0
2412,76.973,46.164,100.0,1684958237.8763928,3.0
2413,76.973,46.196,100.0,1684958239.088396,3.0
2414,76.973,46.357,100.0,1684958240.3002148,3.0
2415,77.005,46.164,100.0,1684958241.5122473,3.0
2416,77.295,46.261,100.0,1684958242.7246075,3.0
2417,77.263,46.357,100.0,1684958243.9371672,3.0
2418,77.134,46.422,100.0,1684958245.149168,3.0
2419,77.295,46.454,100.0,1684958246.3608727,3.0
2420,77.488,46.357,100.0,1684958247.5732117,3.0
2421,77.456,46.712,100.0,1684958248.7854874,3.0
2422,77.521,46.647,100.0,1684958249.998198,3.0
2423,77.585,46.712,100.0,1684958251.2102334,3.0
2424,77.617,46.873,100.0,1684958252.4225965,3.0
2425,77.617,46.873,100.0,1684958253.6348226,3.0
2426,77.553,46.712,100.0,1684958254.847332,3.0
2427,77.746,47.002,100.0,1684958256.0598752,3.0
2428,77.875,46.938,100.0,1684958257.272081,3.0
2429,77.939,47.131,100.0,1684958258.4840817,3.0
2430,77.875,47.26,100.0,1684958259.6966128,3.0
2431,77.939,47.292,100.0,1684958261.0392225,3.0
2432,77.939,47.26,100.0,1684958262.2517123,3.0
2433,77.907,46.744,100.0,1684958263.463658,3.0
2434,78.036,47.228,100.0,1684958264.6758802,3.0
2435,78.229,47.292,100.0,1684958265.88828,3.0
2436,78.262,47.099,100.0,1684958267.1006393,3.0
2437,78.262,47.518,100.0,1684958268.3132606,3.0
2438,78.197,47.55,100.0,1684958269.5256793,3.0
2439,78.294,47.614,100.0,1684958270.737667,3.0
2440,78.52,47.389,100.0,1684958271.950319,3.0
2441,78.552,47.55,100.0,1684958273.1626194,3.0
2442,78.52,47.743,100.0,1684958274.3747277,3.0
2443,78.584,47.937,100.0,1684958275.587382,3.0
2444,78.552,47.904,100.0,1684958276.7999423,3.0
2445,78.552,47.937,100.0,1684958278.0123854,3.0
2446,78.648,47.969,100.0,1684958279.224532,3.0
2447,78.81,47.969,100.0,1684958280.436971,3.0
2448,78.906,47.969,100.0,1684958281.649602,3.0
2449,78.874,47.84,100.0,1684958282.862067,3.0
2450,78.906,47.969,100.0,1684958284.0743675,3.0
2451,78.874,47.904,100.0,1684958285.287133,3.0
2452,78.906,48.194,100.0,1684958286.4992445,3.0
2453,78.906,48.13,100.0,1684958287.7120006,3.0
2454,78.906,48.13,100.0,1684958288.9243195,3.0
2455,79.196,50.644,100.0,1684958290.1368735,3.0
2456,79.196,48.291,100.0,1684958291.3489428,3.0
2457,79.196,48.323,100.0,1684958292.56126,3.0
2458,79.196,48.355,100.0,1684958293.7737138,3.0
2459,79.229,48.484,100.0,1684958294.9860394,3.0
2460,79.229,48.484,100.0,1684958296.1985762,3.0
2461,79.293,48.613,0.0,1684958297.5209792,3.0
2462,79.454,48.613,0.0,1684958298.7136552,3.0
2463,79.551,48.613,0.0,1684958299.906326,3.0
2464,79.551,48.613,0.0,1684958301.0986843,3.0
2465,79.551,48.613,0.0,1684958302.2909555,3.0
2466,79.551,48.678,0.0,1684958303.4831834,3.0
2467,79.519,48.807,0.0,1684958304.6757305,3.0
2468,79.229,48.936,0.0,1684958305.8682306,3.0
2469,79.229,48.936,0.0,1684958307.0607207,3.0
2470,79.067,48.936,0.0,1684958308.2532198,3.0
2471,78.906,48.936,0.0,1684958309.4454558,3.0
2472,78.906,48.936,0.0,1684958310.637877,3.0
2473,78.584,48.936,0.0,1684958311.8302472,3.0
2474,78.584,48.936,0.0,1684958313.023134,3.0
2475,78.262,48.936,0.0,1684958314.215127,3.0
2476,77.939,48.936,0.0,1684958315.4075305,3.0
2477,77.649,48.936,0.0,1684958316.6003458,3.0
2478,77.617,48.936,0.0,1684958317.792267,3.0
2479,77.23,48.936,0.0,1684958318.9852815,3.0
